timestamp,source_platform,env_domain,env_subgenre,thread_id,text,model_label,model_confidence,latency_ms
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,WE WANT WELYN,Normal,0.9603,36.03
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,tab top right,Normal,0.9618,27.74
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,H20 and Kyle have been getting fed all day,Normal,0.9671,40.91
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,Need to work on research tree,Normal,0.9665,36.08
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,peanut how late did you stay up last night playing rust????,Normal,0.9646,46.02
2026-09-23 12:35:01,YouTube,Music,Chill house,36YnV9STBqc,what so :briefs::duck:,Normal,0.9526,41.29
2026-09-23 12:35:01,YouTube,Music,Chill house,36YnV9STBqc,Aha  now don't say that you do everything for free.:woozy_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Normal,0.8913,92.89
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,omg hes addicted! I love it!,Normal,0.8700,43.18
2026-09-23 12:35:01,YouTube,News,Live news,7F8J_XE3zzU,Pete doesnt care what God you support in the fox hole,Normal,0.7970,40.18
2026-09-23 12:35:01,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,:_DrKAOEBonk:,Normal,0.9407,32.31
2026-09-23 12:35:01,YouTube,Music,Chill house,36YnV9STBqc,suz saaanu peru sam :face_with_tears_of_joy:mother Teresa laga sam annaya,Normal,0.9733,64.28
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,These naked bodies crack me up,Normal,0.7583,34.70
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,@TheBurntPeanut The wheel is down by the farm shop,Normal,0.7275,45.71
2026-09-23 12:35:01,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,low-key i think dr. k is helping a whole generation of ppl w effed up childhoods w our relationhips. :'DD,Normal,0.7450,63.77
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,Lower level,Normal,0.9314,31.20
2026-09-23 12:35:01,YouTube,Music,Chill house,36YnV9STBqc,Vani kaise :thinking_face:,Normal,0.9580,33.74
2026-09-23 12:35:01,YouTube,Music,Chill house,36YnV9STBqc,Vani busy rhta hu :face_with_hand_over_mouth:,Normal,0.9610,56.27
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,:face-green-smiling::face-green-smiling:,Normal,0.9715,48.40
2026-09-23 12:35:01,YouTube,Music,Chill house,36YnV9STBqc,halinkan hindi :pouting_cat:,Normal,0.9674,41.96
2026-09-23 12:35:01,YouTube,Gaming,Survival,f_F-evhr-Z0,Never thought I’d see H2O Delirious and BurntPeanut in 2026,Normal,0.9447,50.65
2026-09-23 12:35:02,YouTube,Gaming,Survival,f_F-evhr-Z0,lol,Normal,0.9608,31.00
2026-09-23 12:35:02,YouTube,Music,Chill house,36YnV9STBqc,catu sis come on now you take care of yourself  and yes don't come between your sister and me from today because whatever I want will happen to her :tired_face::grinning_squinting_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Normal,0.8744,133.89
2026-09-23 12:35:02,YouTube,Gaming,Survival,f_F-evhr-Z0,gonna lose,Normal,0.8408,36.68
2026-09-23 12:35:02,YouTube,Gaming,Survival,f_F-evhr-Z0,Alll in,Normal,0.9563,34.70
2026-09-23 12:35:02,YouTube,Gaming,Survival,f_F-evhr-Z0,lmfao,Normal,0.9589,36.69
2026-09-23 12:35:02,YouTube,Gaming,Survival,f_F-evhr-Z0,hit,Normal,0.9468,35.07
2026-09-23 12:35:02,YouTube,Gaming,Survival,f_F-evhr-Z0,the machine is cheating,HATE,0.4159,35.76
2026-09-23 12:35:02,YouTube,Gaming,Survival,f_F-evhr-Z0,you wouldve lost anyways,Normal,0.7405,48.52
2026-09-23 12:35:02,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,you do have some jedi mind tricks,Normal,0.8292,39.18
2026-09-23 12:35:02,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,It certainly is a day today,Normal,0.9629,36.24
2026-09-23 12:35:02,YouTube,News,Live news,7F8J_XE3zzU,SPENCER PRATT THIS WILL HELP YOU. KAREN BASS’S BROTHER IS SUING KAREN BASS. SPENCER SAY THAT IN YOUR AD,Normal,0.9379,54.11
2026-09-23 12:35:02,YouTube,Music,Chill house,36YnV9STBqc,haa,Normal,0.9620,33.16
2026-09-23 12:35:02,YouTube,Gaming,Survival,f_F-evhr-Z0,nah just gamble it all away,Normal,0.9232,40.02
2026-09-23 12:35:02,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,let's start,Normal,0.9633,32.89
2026-09-23 12:35:02,YouTube,News,Live news,7F8J_XE3zzU,It was a joke really,Normal,0.8780,33.24
2026-09-23 12:35:02,YouTube,Music,Chill house,36YnV9STBqc,suz ok mari tinnava,Normal,0.9677,38.11
2026-09-23 12:35:02,YouTube,Gaming,Survival,f_F-evhr-Z0,thaTS MIND FROM DIUNOS,Normal,0.9224,36.02
2026-09-23 12:35:02,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,EYYYYY HELLO,Normal,0.9492,38.00
2026-09-23 12:35:02,YouTube,Gaming,Gameplay,RPRx161QoYQ,MARK,Normal,0.9486,30.79
2026-09-23 12:35:02,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hi,Normal,0.9375,43.06
2026-09-23 12:35:02,YouTube,Gaming,Gameplay,RPRx161QoYQ,HIIIIIII MARLKKKKKK,Normal,0.9520,53.50
2026-09-23 12:35:03,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,a faaah moment from dr K,Normal,0.9503,52.66
2026-09-23 12:35:03,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,heyy alreadyy gz gz JIMYY :party_popper::party_popper::party_popper::party_popper:,Normal,0.9315,93.37
2026-09-23 12:35:03,YouTube,Gaming,Gameplay,RPRx161QoYQ,SEEING IT AGAIN SATURDAY,Normal,0.9435,67.96
2026-09-23 12:35:03,YouTube,Gaming,Survival,f_F-evhr-Z0,JAMMMM,Normal,0.9371,75.86
2026-09-23 12:35:03,YouTube,Music,Chill house,36YnV9STBqc,:card-red-penalty:,Normal,0.9668,84.24
2026-09-23 12:35:03,YouTube,Gaming,Survival,f_F-evhr-Z0,oh shit,OFFENSIVE,0.5247,74.01
2026-09-23 12:35:03,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,yooo,Normal,0.9512,33.00
2026-09-23 12:35:03,YouTube,News,Live news,7F8J_XE3zzU,I can't disagree with irresponsible:cat-orange-whistling:,Normal,0.9378,51.10
2026-09-23 12:35:03,YouTube,Gaming,Gameplay,RPRx161QoYQ,hi!,Normal,0.9580,31.55
2026-09-23 12:35:03,YouTube,Gaming,Survival,f_F-evhr-Z0,@Sharktooth17 brother this is the original to everything you love now,Normal,0.9543,43.91
2026-09-23 12:35:03,YouTube,Gaming,Gameplay,RPRx161QoYQ,Welcome New Member!,Normal,0.9695,33.72
2026-09-23 12:35:03,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,Yo,Normal,0.8636,29.05
2026-09-23 12:35:03,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hi,Normal,0.9375,30.76
2026-09-23 12:35:03,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,I think y'all do it....but I've been subscribed forever so,Normal,0.9582,47.05
2026-09-23 12:35:03,YouTube,Gaming,Survival,f_F-evhr-Z0,Hello everybody,Normal,0.9447,29.28
2026-09-23 12:35:03,YouTube,Gaming,Gameplay,RPRx161QoYQ,hi mark!!!,Normal,0.9620,30.22
2026-09-23 12:35:03,YouTube,Gaming,Gameplay,RPRx161QoYQ,HIIIII,Normal,0.9688,29.02
2026-09-23 12:35:03,YouTube,Music,Chill house,36YnV9STBqc,sick:woozy_face:,OFFENSIVE,0.5103,30.60
2026-09-23 12:35:03,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,bajs,Normal,0.9534,29.35
2026-09-23 12:35:03,YouTube,Gaming,Gameplay,RPRx161QoYQ,Da goat.,Normal,0.4790,28.45
2026-09-23 12:35:04,YouTube,Gaming,Gameplay,RPRx161QoYQ,WOOOOOOO,Normal,0.8658,28.98
2026-09-23 12:35:04,YouTube,Gaming,Gameplay,RPRx161QoYQ,HIIII,Normal,0.9515,25.03
2026-09-23 12:35:04,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,themes of fairytales,Normal,0.9753,44.35
2026-09-23 12:35:04,YouTube,Music,Chill house,36YnV9STBqc,shish Singh me badhiya hu tum batao,Normal,0.9508,43.19
2026-09-23 12:35:04,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,nope only from the atlus game,Normal,0.9558,37.55
2026-09-23 12:35:04,YouTube,Gaming,Gameplay,RPRx161QoYQ,3 TIME CHAMPION!!!,Normal,0.9568,35.20
2026-09-23 12:35:04,YouTube,Gaming,Survival,f_F-evhr-Z0,mlb team for adam,Normal,0.9786,31.37
2026-09-23 12:35:04,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,Dr. K rocking linux? :O,Normal,0.9612,35.18
2026-09-23 12:35:04,YouTube,News,Live news,7F8J_XE3zzU,I know your not trying to fight but thats how I was trained,Normal,0.9378,44.35
2026-09-23 12:35:04,YouTube,Gaming,Gameplay,RPRx161QoYQ,Welcome New Member!,Normal,0.9695,33.63
2026-09-23 12:35:04,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,yeeeeyeeeeeee,Normal,0.9259,39.13
2026-09-23 12:35:04,YouTube,Gaming,Gameplay,RPRx161QoYQ,love the movie  was amazing,Normal,0.9717,37.69
2026-09-23 12:35:04,YouTube,Gaming,Gameplay,RPRx161QoYQ,hi mark,Normal,0.9572,31.03
2026-09-23 12:35:04,YouTube,Gaming,Gameplay,RPRx161QoYQ,MARK I SAW IRON LUNG LAST WEEKEND!!!! IT WAS AMAZING:red_heart::red_heart: SO AMAZED BY THE AMOUNT OF PASSION THAT WENT INTO IT  AMAZING JOB,Normal,0.9764,65.63
2026-09-23 12:35:04,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hi,Normal,0.9375,25.08
2026-09-23 12:35:04,YouTube,Gaming,Survival,f_F-evhr-Z0,Hutch literally has more hours in this game then everyone on time and nicks team put together and he cries more then my 4 year old daughter bro,Normal,0.9433,62.50
2026-09-23 12:35:04,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,forsen,Normal,0.9394,31.57
2026-09-23 12:35:04,YouTube,Gaming,Survival,f_F-evhr-Z0,what is rogue on 30 hours,Normal,0.9318,35.83
2026-09-23 12:35:04,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,congratulations jimmy if this video gets 100m views jimmy gift me a iphone :raising_hands::birthday_cake:,Normal,0.9761,54.69
2026-09-23 12:35:04,YouTube,Gaming,Gameplay,RPRx161QoYQ,mark I really love you,Normal,0.9680,34.63
2026-09-23 12:35:04,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,no,Normal,0.8661,30.86
2026-09-23 12:35:04,YouTube,Gaming,Gameplay,RPRx161QoYQ,DEMOCRACY!,Normal,0.9299,31.92
2026-09-23 12:35:05,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,we dont get that sort of clarity about what people hate about us,Normal,0.8109,41.58
2026-09-23 12:35:05,YouTube,Gaming,Gameplay,RPRx161QoYQ,LIGHTHOUSE,Normal,0.9309,27.70
2026-09-23 12:35:05,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hiiiiiiiiii,Normal,0.9584,32.05
2026-09-23 12:35:05,YouTube,Gaming,Gameplay,RPRx161QoYQ,MMMMAAAARRKKKKKKKIIIBOOOOO,Normal,0.7526,42.21
2026-09-23 12:35:05,YouTube,Music,Chill house,36YnV9STBqc,waise v mai new hun,Normal,0.8753,35.20
2026-09-23 12:35:05,YouTube,Gaming,Gameplay,RPRx161QoYQ,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,Normal,0.9785,182.23
2026-09-23 12:35:05,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,congratulations :confetti_ball:,Normal,0.9715,35.75
2026-09-23 12:35:05,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,:purple_heart::green_heart::purple_heart::green_heart::black_heart::green_heart:,Normal,0.9782,60.59
2026-09-23 12:35:05,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,omg this was crazy 500mil,Normal,0.9415,40.49
2026-09-23 12:35:05,YouTube,Gaming,Gameplay,RPRx161QoYQ,:hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:,Normal,0.9812,180.71
2026-09-23 12:35:05,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hayyyy,Normal,0.9238,28.65
2026-09-23 12:35:05,YouTube,Gaming,Gameplay,RPRx161QoYQ,LOVE YOU MARK!!!! CONGRATS ON THE HUGE SUCCESS OF IRON LUNG!!!!,Normal,0.9262,46.87
2026-09-23 12:35:05,YouTube,Gaming,Gameplay,RPRx161QoYQ,haiiii,Normal,0.9172,28.66
2026-09-23 12:35:05,YouTube,Gaming,Gameplay,RPRx161QoYQ,SOUTH AMERICA?,Normal,0.9544,41.95
2026-09-23 12:35:05,YouTube,Gaming,Survival,f_F-evhr-Z0,why didnt dealer draw on 18,Normal,0.9521,53.59
2026-09-23 12:35:05,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,1,Normal,0.9423,33.20
2026-09-23 12:35:05,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,1,Normal,0.9423,32.01
2026-09-23 12:35:05,YouTube,Gaming,Survival,f_F-evhr-Z0,NO,Normal,0.8661,42.29
2026-09-23 12:35:05,YouTube,Gaming,Gameplay,RPRx161QoYQ,i never thought that Iron Long would come to my silly little english town and i was so excited to see it  it was amazing !!!,Normal,0.9027,80.32
2026-09-23 12:35:06,YouTube,Gaming,Survival,f_F-evhr-Z0,No,Normal,0.8661,31.05
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,japan?,Normal,0.9411,33.62
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,what about africa,Normal,0.8469,31.96
2026-09-23 12:35:06,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,mrbeast luv from india,Normal,0.9648,36.46
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,Will there be IRON LUNG merch??,Normal,0.9333,38.18
2026-09-23 12:35:06,YouTube,Gaming,Survival,f_F-evhr-Z0,Always hit,Normal,0.9465,31.05
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,Welcome to Member!,Normal,0.9728,35.09
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,Hello market pliers,Normal,0.9473,36.52
2026-09-23 12:35:06,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,пригласите меня на шоу,Normal,0.9559,57.76
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,you've come a long way mark:red_heart:,Normal,0.9485,46.17
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,hi,Normal,0.9375,30.67
2026-09-23 12:35:06,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,:heart_with_ribbon::heart_with_ribbon::heart_with_ribbon::heart_with_ribbon::heart_with_ribbon::heart_with_ribbon::heart_with_ribbon:,Normal,0.9772,90.77
2026-09-23 12:35:06,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,Masculine/Outwards/Physical/Yang vs Feminine/Inwards/Mental/Yin,Normal,0.9378,58.39
2026-09-23 12:35:06,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,red with machine,Normal,0.9411,33.00
2026-09-23 12:35:06,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,:red_heart::red_heart::red_heart:,Normal,0.9716,47.56
2026-09-23 12:35:06,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,love you,Normal,0.9561,32.39
2026-09-23 12:35:06,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,هاي,Normal,0.9639,34.71
2026-09-23 12:35:06,YouTube,Gaming,Survival,f_F-evhr-Z0,max bet,Normal,0.9302,32.91
2026-09-23 12:35:06,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,GGG,Normal,0.9048,32.08
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,oh yeah penguinzoo said he couldn't understand at the end and I knew it wasn't a production problem because mark really cares about that,Normal,0.9192,60.44
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,I went to see Iron Lung in theaters with my friend  and It was so good! You did amazing!!! 1000/10,Normal,0.9634,55.93
2026-09-23 12:35:06,YouTube,Gaming,Gameplay,RPRx161QoYQ,lighthouse plss,Normal,0.9474,31.46
2026-09-23 12:35:07,YouTube,Gaming,Gameplay,RPRx161QoYQ,First,Normal,0.9588,34.41
2026-09-23 12:35:07,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,𝘼𝙣𝙮𝙤𝙣𝙚 𝙛𝙧𝙤𝙢 𝙄𝙣𝙙𝙞𝙖???,Normal,0.9447,38.02
2026-09-23 12:35:07,YouTube,Gaming,Survival,f_F-evhr-Z0,Lol,Normal,0.9608,29.92
2026-09-23 12:35:07,YouTube,Gaming,Survival,f_F-evhr-Z0,Peanut can never go to vegas lol,Normal,0.9588,36.25
2026-09-23 12:35:07,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,Taiwan,Normal,0.8060,26.99
2026-09-23 12:35:07,YouTube,Gaming,Gameplay,RPRx161QoYQ,i don't know if that was the issue at my theatre or if it was just because I have issues with auditory processing lol,Normal,0.9319,56.59
2026-09-23 12:35:07,YouTube,Gaming,Survival,f_F-evhr-Z0,MAXXX BEEEEET,Normal,0.9574,34.78
2026-09-23 12:35:07,YouTube,Gaming,Survival,f_F-evhr-Z0,bro,Normal,0.9330,28.44
2026-09-23 12:35:07,YouTube,Gaming,Gameplay,RPRx161QoYQ,haven't seen it yet but I'm excited to eventually,Normal,0.9597,40.41
2026-09-23 12:35:07,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,pakistan,Normal,0.9105,26.57
2026-09-23 12:35:07,YouTube,Gaming,Gameplay,RPRx161QoYQ,6 7,Normal,0.9473,24.01
2026-09-23 12:35:07,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,:thumbs_up::thumbs_up::thumbs_up::thumbs_up:,Normal,0.9359,45.63
2026-09-23 12:35:07,YouTube,Gaming,Gameplay,RPRx161QoYQ,wow movie star and celebrity director Markiplier gracing YouTube with his presence?? wow,Normal,0.9731,44.16
2026-09-23 12:35:07,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,Dominos :check_mark_button:,Normal,0.9771,39.03
2026-09-23 12:35:07,YouTube,Gaming,Survival,f_F-evhr-Z0,GOOOOOOOOOD MORNING BUNGULATORS,Normal,0.7325,39.03
2026-09-23 12:35:07,YouTube,Gaming,Survival,f_F-evhr-Z0,its hard out here for a scrapper,Normal,0.7975,39.17
2026-09-23 12:35:07,YouTube,Gaming,Gameplay,RPRx161QoYQ,The surround sound was so good for my theater,Normal,0.9659,40.69
2026-09-23 12:35:07,YouTube,Gaming,Gameplay,RPRx161QoYQ,Hey Mark,Normal,0.9390,38.46
2026-09-23 12:35:07,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,New member,Normal,0.9556,36.29
2026-09-23 12:35:07,YouTube,Gaming,Gameplay,RPRx161QoYQ,I went to a AMC theater once and I liked it,Normal,0.9632,42.10
2026-09-23 12:35:07,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,learn with speed,Normal,0.9501,35.77
2026-09-23 12:35:07,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,love you mr beast,Normal,0.9121,37.65
2026-09-23 12:35:08,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,Yah my biggest fear in life is proving the haters right,Normal,0.5892,50.39
2026-09-23 12:35:08,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,Hello Mr. Beast  I'm from Indonesia.:face-green-smiling::face-green-smiling:,Normal,0.9747,52.36
2026-09-23 12:35:08,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,main aapka video roj dekhta hun like bhi karta hun YouTube,Normal,0.9670,50.18
2026-09-23 12:35:08,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,ONE OUT OF 17.2 PEOPLE ALIVE ON EARTH RIGHT NOW WILL BE SUBSCRIBED TO MR BEAST AT 500M,Normal,0.9650,58.59
2026-09-23 12:35:08,YouTube,Gaming,Survival,f_F-evhr-Z0,peanut you are no longer allowed to make bets lol,Normal,0.8865,44.97
2026-09-23 12:35:08,YouTube,Gaming,Gameplay,RPRx161QoYQ,im just gonna buy the fricken movie mark! couldnt hear much so im excited to own it,Normal,0.8758,63.31
2026-09-23 12:35:08,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,:smiling_face_with_smiling_eyes::smiling_face::smiling_face::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes:,Normal,0.9704,75.81
2026-09-23 12:35:08,YouTube,Gaming,Survival,f_F-evhr-Z0,OOF,Normal,0.9414,34.77
2026-09-23 12:35:08,YouTube,Gaming,Gameplay,RPRx161QoYQ,Airplane,Normal,0.9494,33.71
2026-09-23 12:35:08,YouTube,Gaming,Survival,f_F-evhr-Z0,rigged,Normal,0.8412,29.58
2026-09-23 12:35:08,YouTube,Gaming,Gameplay,RPRx161QoYQ,AIRPLANE GANG RISE UPPP,Normal,0.6276,34.59
2026-09-23 12:35:08,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,Carl,Normal,0.9387,34.44
2026-09-23 12:35:08,YouTube,Gaming,Gameplay,RPRx161QoYQ,LIGHT HOUSE,Normal,0.9025,36.06
2026-09-23 12:35:08,YouTube,Gaming,Gameplay,RPRx161QoYQ,Hi mark,Normal,0.9572,33.02
2026-09-23 12:35:08,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,500 milian subscribe,Normal,0.9522,38.50
2026-09-23 12:35:08,YouTube,Gaming,Survival,f_F-evhr-Z0,big goose eggs,Normal,0.9656,32.11
2026-09-23 12:35:08,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,Can you give me your @BeastReacts channel  the one you don't upload videos on  as a celebration of reaching 500 million subscribers?,Normal,0.9641,59.45
2026-09-23 12:35:08,YouTube,News,Live news,7F8J_XE3zzU,We all were having a nice morning chat…Marty pls join us,Normal,0.9126,42.41
2026-09-23 12:35:08,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,500mmm,Normal,0.9589,29.33
2026-09-23 12:35:08,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,Yeah budy,Normal,0.9175,35.27
2026-09-23 12:35:08,YouTube,Gaming,Gameplay,RPRx161QoYQ,airplane,Normal,0.9494,30.95
2026-09-23 12:35:09,YouTube,Gaming,Gameplay,RPRx161QoYQ,YAAAAYYYYY,Normal,0.9352,42.07
2026-09-23 12:35:09,YouTube,Gaming,Gameplay,RPRx161QoYQ,My home setup is a lot better than the theaters where I'm at so I'm waiting for it to come out on dvd cuz that was one of my issues when I watched it :),Normal,0.9594,83.13
2026-09-23 12:35:09,YouTube,Gaming,Survival,f_F-evhr-Z0,omggg,Normal,0.5600,37.94
2026-09-23 12:35:09,YouTube,Gaming,Survival,f_F-evhr-Z0,Big youtubers are in,Normal,0.8866,55.19
2026-09-23 12:35:09,YouTube,Gaming,Survival,f_F-evhr-Z0,XDDDDDDDDDDDDDDDDDD,Normal,0.4838,60.34
2026-09-23 12:35:09,YouTube,Gaming,Gameplay,RPRx161QoYQ,finally i can see chat,Normal,0.9617,117.60
2026-09-23 12:35:09,YouTube,Gaming,Gameplay,RPRx161QoYQ,gg,Normal,0.9302,66.88
2026-09-23 12:35:09,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hi,Normal,0.9375,51.95
2026-09-23 12:35:09,YouTube,Gaming,Gameplay,RPRx161QoYQ,Hi Mark! Just wanted to pop in and say great job on the movie! I really liked it. Looking forward to the next project. Have fun with obsrvation duty!,Normal,0.9724,120.69
2026-09-23 12:35:09,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,iH,Normal,0.9486,48.59
2026-09-23 12:35:09,YouTube,Entertainment,Milestone celebration,A9TikdsD5eg,hii,Normal,0.9550,51.00
2026-09-23 12:35:09,YouTube,Gaming,Gameplay,RPRx161QoYQ,I'M BROKE,Normal,0.9531,51.37
2026-09-23 12:35:09,YouTube,Music,Chill house,36YnV9STBqc,...:face-turquoise-music-note:,Normal,0.9765,74.89
2026-09-23 12:35:09,YouTube,Gaming,Gameplay,RPRx161QoYQ,Hai Marikipliaer!!!!,Normal,0.9665,69.44
2026-09-23 12:35:09,YouTube,Gaming,Gameplay,RPRx161QoYQ,Water cheese,Normal,0.9557,46.66
