timestamp,source_platform,env_domain,env_subgenre,thread_id,text,model_label,model_confidence,latency_ms
2026-09-25 13:05:45,YouTube,Gaming,Survival,f_F-evhr-Z0,Peanut Plays RUST. LETS GO!,Normal,0.9747,7.99
2026-09-25 13:05:45,YouTube,Gaming,Survival,f_F-evhr-Z0,finally playing a top game that has been top tier since release,Normal,0.9669,8.32
2026-09-25 13:05:45,YouTube,Gaming,Survival,f_F-evhr-Z0,Ride harder,Normal,0.9406,7.00
2026-09-25 13:05:45,YouTube,Music,Chill house,36YnV9STBqc,shivu apun k papa mujko wada ki h shivu s shadi hojayega :smiling_face_with_tear:,Normal,0.9675,14.93
2026-09-25 13:05:46,YouTube,Music,Chill house,36YnV9STBqc,Annayyaa nen miss ayina nin ekkuvaa:loudly_crying_face:,Normal,0.9603,11.09
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,Hey,Normal,0.9126,7.00
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:,Normal,0.9286,15.01
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,ok this peanut has a lil season to him bumbin OT,Normal,0.9264,7.01
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,eeeeeeeeeeeeeeeeeeeeeeeeeeeee,Normal,0.9411,10.52
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,lets goooooooooo chat!!!,Normal,0.6054,8.00
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,NICE BROS !,Normal,0.8983,7.62
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,Happy birthday peanut,Normal,0.9605,8.51
2026-09-25 13:05:46,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,domestic flight ye,Normal,0.9447,7.60
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE EEEEEEEEEEE,Normal,0.9553,9.00
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,Happy birthday peanut,Normal,0.9605,6.57
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,PEANUTS STREAMINGGGGGG:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,HATE,0.5241,10.00
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,Happy birthday Peanut!!!!,Normal,0.9683,7.96
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,:ok_hand::ok_hand::ok_hand::thumbs_up::thumbs_up::thumbs_up:,Normal,0.9351,8.00
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,new intro,Normal,0.9605,7.54
2026-09-25 13:05:46,YouTube,Gaming,Survival,f_F-evhr-Z0,:peanuts::peanuts::peanuts::peanuts::peanuts::peanuts::peanuts::peanuts:,Normal,0.9791,8.01
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,JOHNNY,Normal,0.9351,8.23
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,EEEEE,Normal,0.9503,8.01
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,Bro was up until sunrise :face_with_tears_of_joy:,Normal,0.9759,8.06
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,Great song,Normal,0.9641,7.00
2026-09-25 13:05:47,YouTube,News,Live news,7F8J_XE3zzU,more like codes,Normal,0.9018,9.56
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,thank fuck he's on  hutch is boring af,OFFENSIVE,0.7321,8.04
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,THE KING HAS RETURNED,Normal,0.9516,6.63
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,SHESSSSHHHH LETS GOOO EARLY AS HELL,OFFENSIVE,0.5659,8.50
2026-09-25 13:05:47,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,Woo,Normal,0.8797,7.00
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,Normal,0.6606,7.03
2026-09-25 13:05:47,YouTube,Music,Chill house,36YnV9STBqc,Suz tell your halikan to stop overfeeding me :face-green-smiling:,Normal,0.8951,10.03
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,good to see ya P,Normal,0.9515,9.11
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,no  no. how are YOUUUU peanut,Normal,0.9513,7.61
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,let's ride,Normal,0.9705,10.52
2026-09-25 13:05:47,YouTube,Music,Chill house,36YnV9STBqc,muje tu bhi kabhi kabhi lgta pgl ashiqq :face_with_tears_of_joy:,Normal,0.9754,10.47
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,whats wrong with your eye,Normal,0.7349,8.00
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,bungus,Normal,0.8595,19.27
2026-09-25 13:05:47,YouTube,Gaming,Survival,f_F-evhr-Z0,:crown::crown: LONG LIVE THE KING PEANUT :crown::crown:,Normal,0.9739,21.49
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,hahaha,Normal,0.8958,21.00
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,:_PeanutJork::_PeanutJork::_PeanutJork:,Normal,0.9547,22.20
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:,Normal,0.9532,26.03
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,did you ask hutch bout his ass tattoo,Normal,0.5773,29.14
2026-09-25 13:05:48,YouTube,Music,Chill house,36YnV9STBqc,tu sach mei sanki to nhi ho gyaa:face_with_tears_of_joy:,Normal,0.9703,14.15
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,Normal,0.9787,18.36
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,ILl ALLoW IT,Normal,0.5606,12.02
2026-09-25 13:05:48,YouTube,Music,Chill house,36YnV9STBqc,late sam,Normal,0.9489,11.02
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,We are so fkn back,Normal,0.9533,12.00
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,He and Gingy and Rogue have been grinding,Normal,0.7402,16.00
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,Happy birthday Peanut!!!!,Normal,0.9683,12.50
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,Diarrhea live on the stream,Normal,0.9630,13.04
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,Gingy and Rouge did 20 Hours,Normal,0.9297,13.21
2026-09-25 13:05:48,YouTube,Music,Chill house,36YnV9STBqc,....,Normal,0.9526,11.65
2026-09-25 13:05:48,YouTube,Gaming,Survival,f_F-evhr-Z0,About to go lose all y’all’s money at the casino,Normal,0.9052,28.02
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,GINGY DID 20 HOURS,Normal,0.9362,21.57
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,19 hours,Normal,0.9656,19.82
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,got off an hr before u got on,Normal,0.9162,22.00
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,HUTCH HAS MADE OFF WITH 1000 SCRAP,Normal,0.9761,21.59
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,hi:_PeanutFire::_PeanutFire:an chat doesn't sound like u smoked 50packs,Normal,0.9591,22.67
2026-09-25 13:05:49,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,wait did stream rest a little?,Normal,0.9719,20.99
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,Gingys built different,Normal,0.8729,21.00
2026-09-25 13:05:49,YouTube,Music,Chill house,36YnV9STBqc,Suz :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Normal,0.9494,23.00
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,Hol up,OFFENSIVE,0.8247,21.58
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,Rouge put in massive work,Normal,0.9429,22.04
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,CREAM OF SUM YOUNG GUY,Normal,0.9619,21.10
2026-09-25 13:05:49,YouTube,News,Live news,7F8J_XE3zzU,Ok how about the poor dig a hole or make a nest and live in a tree,Normal,0.4294,23.14
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,:_LetsGo::_LetsGo::_LetsGo::_LetsGo::_LetsGo:,OFFENSIVE,0.7918,23.09
2026-09-25 13:05:49,YouTube,Gaming,Survival,f_F-evhr-Z0,Yes rust will do that to you I haven’t played in a long time but I have 1200 hours,Normal,0.9547,23.00
2026-09-25 13:05:50,YouTube,Music,Chill house,36YnV9STBqc,G ey area lo park chesav ?:baseball-white-cap-out:,Normal,0.9678,23.02
2026-09-25 13:05:50,YouTube,Music,Chill house,36YnV9STBqc,Manoj haan:smiling_face_with_tear:,Normal,0.9755,27.63
2026-09-25 13:05:50,YouTube,Gaming,Survival,f_F-evhr-Z0,hmmmm.hmmm.hmmmm,Normal,0.9656,21.60
2026-09-25 13:05:50,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,jungian punch,Normal,0.8367,23.00
2026-09-25 13:05:50,YouTube,Music,Chill house,36YnV9STBqc,Ayeee :smiling_face_with_sunglasses:,Normal,0.9689,22.50
2026-09-25 13:05:50,YouTube,Music,Chill house,36YnV9STBqc,Aha....Don't defame my name by taking my name with the same mouth that sucks people's dicks.,OFFENSIVE,0.9318,23.03
2026-09-25 13:05:50,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,hi,Normal,0.9375,20.25
2026-09-25 13:05:50,YouTube,Music,Chill house,36YnV9STBqc,hi,Normal,0.9375,20.11
2026-09-25 13:05:50,YouTube,Gaming,Survival,f_F-evhr-Z0,GOOP GOOP GOOP,Normal,0.5178,21.39
2026-09-25 13:05:50,YouTube,Gaming,Survival,f_F-evhr-Z0,he closed it,Normal,0.9115,23.65
2026-09-25 13:05:50,YouTube,Gaming,Survival,f_F-evhr-Z0,Oh my god he's already on :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: OFFICIALLY ADDICTED,Normal,0.9203,28.99
2026-09-25 13:05:50,YouTube,Gaming,Survival,f_F-evhr-Z0,H20 :red_heart:,Normal,0.9667,21.02
2026-09-25 13:05:50,YouTube,Gaming,Survival,f_F-evhr-Z0,h2o,Normal,0.9526,22.30
2026-09-25 13:05:50,YouTube,Gaming,Survival,f_F-evhr-Z0,fuckin delerious LOL,OFFENSIVE,0.8992,22.06
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,Shut the door!!!!,Normal,0.8164,20.98
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,LOL,Normal,0.9608,20.02
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,h2o no way,Normal,0.9090,20.56
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,WE WANT WELYN,Normal,0.9603,22.00
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,h2o coool,Normal,0.8852,21.70
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,HES THE GOAT!!!!!!!,HATE,0.6385,22.57
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,That’s everyone’s childhood,Normal,0.9584,21.25
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,my OG GOAT GAMER H20!,OFFENSIVE,0.3516,20.74
2026-09-25 13:05:51,YouTube,Music,Chill house,36YnV9STBqc,:hot_beverage::musical_notes::ok_hand:,Normal,0.9736,21.64
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,H20 and Kyle have been getting fed all day,Normal,0.9671,28.76
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,H20 is a YT O.G.,Normal,0.9703,29.03
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,he is a fucking legend,Normal,0.9137,20.98
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,lol,Normal,0.9608,19.52
2026-09-25 13:05:51,YouTube,Gaming,Survival,f_F-evhr-Z0,rogue tries too hard,Normal,0.8809,22.68
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Watch the zone,Normal,0.9248,22.00
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,close the gate,Normal,0.8386,21.62
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Vanoss crew og member,Normal,0.9553,21.00
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,hit TAB,Normal,0.9496,20.05
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,BRUH THAT DOORFRAME BEEN TWIG FOR 24HRS,Normal,0.9602,23.51
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,tab top right,Normal,0.9618,22.76
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,HIT TAB AND LOOK TOP RIGHT,Normal,0.9592,21.07
2026-09-25 13:05:52,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,must have been the wind,Normal,0.9087,22.57
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,!peanuts,Normal,0.9569,20.25
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,peanut how late did you stay up last night playing rust????,Normal,0.9646,23.31
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,YOUR GATE IS OPEN THERE BUD,Normal,0.8871,21.71
2026-09-25 13:05:52,YouTube,Gaming,Survival,f_F-evhr-Z0,Golfing in the rain in FL rn :saluting_face::leaf_fluttering_in_wind:,Normal,0.9763,24.69
2026-09-25 13:05:52,YouTube,Music,Chill house,36YnV9STBqc,Aha...so How much do you charge for sucking guys dick? :thinking_face:,OFFENSIVE,0.9503,22.70
2026-09-25 13:05:52,YouTube,News,Live news,7F8J_XE3zzU,MAGA,Normal,0.9474,19.69
2026-09-25 13:05:53,YouTube,News,Live news,7F8J_XE3zzU,I only help American Citizens :star_struck::hot_beverage:,Normal,0.9226,22.00
2026-09-25 13:05:53,YouTube,Gaming,Survival,f_F-evhr-Z0,h20 my kinggg,Normal,0.8098,21.15
2026-09-25 13:05:53,YouTube,Music,Chill house,36YnV9STBqc,Padathi spelling correct ga chepara first,Normal,0.9559,22.02
2026-09-25 13:05:53,YouTube,Music,Chill house,36YnV9STBqc,Manoj unko sambhalega kon tum:face_with_tears_of_joy::face_with_tears_of_joy:,Normal,0.9757,27.22
2026-09-25 13:05:53,YouTube,Music,Chill house,36YnV9STBqc,se han cargado la fiesta,Normal,0.9673,20.54
2026-09-25 13:05:53,YouTube,Gaming,Survival,f_F-evhr-Z0,WALL GATE,Normal,0.8125,19.36
2026-09-25 13:05:53,YouTube,Gaming,Survival,f_F-evhr-Z0,Need to work on research tree,Normal,0.9665,21.51
2026-09-25 13:05:53,YouTube,Music,Chill house,36YnV9STBqc,Aha  now don't say that you do everything for free.:woozy_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Normal,0.8913,29.18
2026-09-25 13:05:53,YouTube,News,Live news,7F8J_XE3zzU,Pete doesnt care what God you support in the fox hole,Normal,0.7970,23.67
2026-09-25 13:05:53,YouTube,Music,Chill house,36YnV9STBqc,:camel:,Normal,0.9298,21.71
2026-09-25 13:05:53,YouTube,News,Live news,7F8J_XE3zzU,DESANTIS 2028,Normal,0.9680,20.97
2026-09-25 13:05:53,YouTube,Music,Chill house,36YnV9STBqc,fred me ? :thinking_face:,Normal,0.9343,22.11
2026-09-25 13:05:53,YouTube,Gaming,Survival,f_F-evhr-Z0,never leave anything open,Normal,0.9294,21.57
2026-09-25 13:05:54,YouTube,Gaming,Survival,f_F-evhr-Z0,Hutch and gingy got a air strike,Normal,0.8990,29.06
2026-09-25 13:05:54,YouTube,Music,Chill house,36YnV9STBqc,Suz is rasem?,Normal,0.9679,21.98
2026-09-25 13:05:54,YouTube,Music,Chill house,36YnV9STBqc,dream sam na :face_with_tears_of_joy:,Normal,0.9753,27.55
2026-09-25 13:05:54,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,JUNGIANS,Normal,0.8146,20.52
2026-09-25 13:05:54,YouTube,Music,Chill house,36YnV9STBqc,what so :briefs::duck:,Normal,0.9526,22.68
2026-09-25 13:05:54,YouTube,Gaming,Survival,f_F-evhr-Z0,dont do o,Normal,0.7611,23.15
2026-09-25 13:05:54,YouTube,Music,Chill house,36YnV9STBqc,suz saaanu peru sam :face_with_tears_of_joy:mother Teresa laga sam annaya,Normal,0.9733,24.50
2026-09-25 13:05:54,YouTube,News,Live news,7F8J_XE3zzU,I don't think you can work out even simple math problems.,Normal,0.9424,28.15
2026-09-25 13:05:54,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,jungee,Normal,0.9310,19.43
2026-09-25 13:05:54,YouTube,News,Live news,7F8J_XE3zzU,Rubio 2028 if we really being serious,Normal,0.9475,28.40
2026-09-25 13:05:54,YouTube,Gaming,Survival,f_F-evhr-Z0,MOTION,Normal,0.9539,20.04
2026-09-25 13:05:54,YouTube,Gaming,Survival,f_F-evhr-Z0,hello you are funny you pinaput,Normal,0.9224,21.04
2026-09-25 13:05:54,YouTube,Gaming,Survival,f_F-evhr-Z0,do real liars bar with clkzy,Normal,0.8267,29.21
2026-09-25 13:05:54,YouTube,News,Live news,7F8J_XE3zzU,that means trump goes to jail for his crimes btw,Normal,0.9057,22.57
2026-09-25 13:05:54,YouTube,News,Live news,7F8J_XE3zzU,interesting:face-green-smiling:,Normal,0.9745,21.94
2026-09-25 13:05:55,YouTube,Gaming,Survival,f_F-evhr-Z0,HUTCH HAS AN AIRSTRIKE,Normal,0.8867,22.64
2026-09-25 13:05:55,YouTube,Gaming,Survival,f_F-evhr-Z0,crack in the box,Normal,0.9163,22.72
2026-09-25 13:05:55,YouTube,Gaming,Survival,f_F-evhr-Z0,if rust went on sale right now  id buy it.,Normal,0.9005,22.21
2026-09-25 13:05:55,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,it's both :3,Normal,0.9631,21.33
2026-09-25 13:05:55,YouTube,Music,Chill house,36YnV9STBqc,D same dialogue cheppi force chesthe vachesa:grinning_face_with_sweat::face_with_tears_of_joy:,Normal,0.9679,28.39
2026-09-25 13:05:55,YouTube,Gaming,Survival,f_F-evhr-Z0,Helf is Welf,Normal,0.9327,20.29
2026-09-25 13:05:55,YouTube,News,Live news,7F8J_XE3zzU,you know it's 2026 this world is like lagging,Normal,0.8903,28.52
2026-09-25 13:05:55,YouTube,Gaming,Survival,f_F-evhr-Z0,Dubl’n up the zyn is sick,Normal,0.6424,29.30
2026-09-25 13:05:55,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,@snuffy4992 unfortunately a lot of public audience dont respond well to them :sad_but_relieved_face:,Normal,0.9305,24.40
2026-09-25 13:05:55,YouTube,Gaming,Survival,f_F-evhr-Z0,omg hes addicted! I love it!,Normal,0.8700,29.56
2026-09-25 13:05:55,YouTube,Gaming,Survival,f_F-evhr-Z0,Tim was doing the wheeel yesterday,Normal,0.9591,20.81
2026-09-25 13:05:55,YouTube,Gaming,Survival,f_F-evhr-Z0,EAST SIDE,Normal,0.9336,19.00
2026-09-25 13:05:55,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,:_DrKAOEBonk:,Normal,0.9407,22.30
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,ground floor I think,Normal,0.9626,23.01
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,@TheBurntPeanut The wheel is down by the farm shop,Normal,0.7275,34.60
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,KEEP GOING DOWN,Normal,0.8523,21.09
2026-09-25 13:05:56,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,remember the bonk,Normal,0.8485,22.66
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,I LOVE RUST,Normal,0.9651,22.09
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,mercs was on the wheel,Normal,0.9574,21.05
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,battleShits,Normal,0.6914,22.31
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,train car,Normal,0.9493,19.00
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,South,Normal,0.9135,19.99
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,Lower level,Normal,0.9314,20.00
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,HUTCHS WEINER IS OUT,Normal,0.7281,21.51
2026-09-25 13:05:56,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,oh no the bonk continues,Normal,0.9156,21.00
2026-09-25 13:05:56,YouTube,News,Live news,7F8J_XE3zzU,that's a yes to feminist:face-green-smiling:,Normal,0.4923,28.00
2026-09-25 13:05:56,YouTube,Gaming,Survival,f_F-evhr-Z0,ground level,Normal,0.9672,20.44
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,It’s at bandit camp,Normal,0.6954,20.95
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,2boys 1 cup:face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling:,Normal,0.9797,26.33
2026-09-25 13:05:57,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,HAPPY TO BE HERE,Normal,0.9597,22.05
2026-09-25 13:05:57,YouTube,Music,Chill house,36YnV9STBqc,i feel you love to my,Normal,0.9708,21.01
2026-09-25 13:05:57,YouTube,News,Live news,7F8J_XE3zzU,:people_hugging: :hugging_face: :open_hands:,Normal,0.9685,21.14
2026-09-25 13:05:57,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,Is it possible to have more than one anima or shadow if you have an extremely unstable personality? I keep imagining I have multiple animas and shadows,Normal,0.9335,27.10
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,These naked bodies crack me up,Normal,0.7583,20.86
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,OG H2O,Normal,0.9594,22.13
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,500 ON RED P~!!,Normal,0.9731,21.59
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,No way H20,Normal,0.8925,22.31
2026-09-25 13:05:57,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,RAINBOW ROAD WOOT WOOT,Normal,0.9582,21.10
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,do 3,Normal,0.9336,19.66
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,lmfao it's delirious wtf,Normal,0.9544,22.17
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,H2O,Normal,0.9526,22.26
2026-09-25 13:05:57,YouTube,Gaming,Survival,f_F-evhr-Z0,5,Normal,0.9401,20.00
2026-09-25 13:05:58,YouTube,Gaming,Survival,f_F-evhr-Z0,5,Normal,0.9401,20.00
2026-09-25 13:05:58,YouTube,Gaming,Survival,f_F-evhr-Z0,GRAB H20,Normal,0.9680,22.63
2026-09-25 13:05:58,YouTube,Gaming,Survival,f_F-evhr-Z0,10 OR 5 !!!,Normal,0.9540,21.07
2026-09-25 13:05:58,YouTube,Gaming,Survival,f_F-evhr-Z0,10,Normal,0.9431,20.04
2026-09-25 13:05:58,YouTube,Psychology,Personality theory,Dt2pH5HBsIU,be careful of the spam  y'all we got our bots in youtube we have no control over :sad_but_relieved_face:,Normal,0.9240,23.64
2026-09-25 13:05:58,YouTube,Music,Chill house,36YnV9STBqc,Musalola gola,Normal,0.9569,21.07
2026-09-25 13:05:58,YouTube,Self-Help,Motivational talk,IYGas8wJAuI,no hate as motivation? what is this jedi propaganda,Normal,0.5670,28.65
